Wall time,Step,Value
1585082982.8577583,1,0.5176266431808472
1585083009.950598,2,0.18846844136714935
1585083041.8943644,3,0.17840303480625153
1585083070.6177049,4,0.16323202848434448
1585083103.4979417,5,0.15971578657627106
1585083133.0214162,6,0.14077436923980713
1585083165.6842823,7,0.1416211575269699
1585083190.6372426,8,0.1451185792684555
1585083224.903634,9,0.12118048220872879
1585083260.3101726,10,0.12672938406467438
1585083290.6888397,11,0.12990280985832214
1585083315.8614109,12,0.12331514805555344
1585083344.7400615,13,0.11662766337394714
1585083377.7401876,14,0.10779109597206116
1585083406.5202358,15,0.11655270308256149
1585083433.2367842,16,0.1350109726190567
1585083466.9059446,17,0.10385854542255402
1585083498.8593097,18,0.09859590977430344
1585083528.6543453,19,0.10990721732378006
1585083554.4493685,20,0.10680419951677322
1585083583.9816487,21,0.05513051897287369
1585083614.3451474,22,0.03471485152840614
1585083641.4698424,23,0.027813773602247238
1585083668.8717449,24,0.023422783240675926
1585083697.4300797,25,0.020934125408530235
1585083725.9162972,26,0.019220497459173203
1585083757.855319,27,0.017206164076924324
1585083782.0389476,28,0.015558021143078804
1585083813.806034,29,0.01456875167787075
1585083845.5273142,30,0.013733320869505405
1585083876.115716,31,0.012645338661968708
1585083902.13426,32,0.011992650106549263
1585083930.8399756,33,0.010883779264986515
1585083958.2681293,34,0.010752077214419842
1585083987.776798,35,0.010303152725100517
1585084017.773635,36,0.009378098882734776
1585084051.4468584,37,0.009128344245254993
1585084079.5329602,38,0.008586765266954899
1585084108.8341877,39,0.0080895209684968
1585084142.0097983,40,0.00810212455689907
1585084168.6813486,41,0.007288489956408739
1585084198.8030834,42,0.006798368413001299
1585084229.1844127,43,0.006661109626293182
1585084256.0880272,44,0.006574586965143681
1585084285.7285304,45,0.006500896532088518
1585084316.768406,46,0.00644517969340086
1585084348.0314257,47,0.0064033446833491325
1585084375.0560622,48,0.006330261938273907
1585084406.70398,49,0.006291517522186041
1585084434.755675,50,0.006242760457098484
1585084462.6428447,51,0.006191872991621494
1585084491.2598104,52,0.006155857350677252
1585084518.1328504,53,0.006107560358941555
1585084547.498088,54,0.006068340037018061
1585084576.601551,55,0.006030761171132326
1585084603.9311411,56,0.005997736472636461
1585084631.4895022,57,0.005956459790468216
1585084658.790661,58,0.005935389548540115
1585084688.0717597,59,0.005907702725380659
1585084719.1279683,60,0.005872318986803293
1585084744.1245868,61,0.005774219520390034
1585084775.0115366,62,0.005764393601566553
1585084805.5379734,63,0.005755965132266283
1585084833.9665313,64,0.0057489508762955666
1585084861.7789977,65,0.005743045825511217
1585084898.5586677,66,0.005737206898629665
1585084929.6796033,67,0.005731872282922268
1585084960.1990945,68,0.005726277828216553
1585084988.2850037,69,0.0057208058424293995
1585085023.4605503,70,0.005716652609407902
1585085053.6676054,71,0.005712266080081463
1585085085.181335,72,0.0057074399664998055
1585085113.9770207,73,0.005703764036297798
1585085142.4594944,74,0.005700068548321724
1585085173.451137,75,0.00569582637399435
1585085207.5146782,76,0.005691423546522856
1585085243.457679,77,0.005687612574547529
1585085271.1671216,78,0.005683958064764738
1585085301.919699,79,0.00568004697561264
1585085333.0113397,80,0.005676278844475746
1585085360.6149507,81,0.005665559787303209
1585085390.3580916,82,0.005665104370564222
1585085419.0468018,83,0.005664613097906113
1585085451.3352747,84,0.005664161406457424
1585085480.9517355,85,0.005663650576025248
1585085510.6589935,86,0.0056631737388670444
1585085544.8492732,87,0.00566271785646677
1585085575.0322137,88,0.005662328097969294
1585085603.7854435,89,0.005661795847117901
1585085634.984507,90,0.005661446135491133
1585085661.8985002,91,0.005660919938236475
1585085691.3315005,92,0.005660525988787413
1585085722.286588,93,0.0056601278483867645
1585085752.1892107,94,0.005659712478518486
1585085781.047815,95,0.0056593697518110275
1585085813.105285,96,0.005658996291458607
1585085843.9420242,97,0.005658546928316355
1585085871.978185,98,0.005658174864947796
1585085902.1609147,99,0.005657942034304142
1585085934.9619608,100,0.005657467059791088
