Wall time,Step,Value
1584851413.8232777,1,0.9384166598320007
1584851503.6358619,2,0.972766637802124
1584851610.8068106,3,0.9806833267211914
1584851712.325377,4,0.9833166599273682
1584851821.9748874,5,0.98416668176651
1584851926.5985093,6,0.9853833317756653
1584852047.080286,7,0.9885833263397217
1584852148.6111453,8,0.9902166724205017
1584852262.8462577,9,0.9904166460037231
1584852372.8530219,10,0.9904000163078308
1584852485.0566955,11,0.9921666383743286
1584852588.5987499,12,0.9914666414260864
1584852682.9558554,13,0.9932166934013367
1584852783.41602,14,0.9943833351135254
1584852895.2709546,15,0.9935833215713501
1584853008.2141683,16,0.9944166541099548
1584853129.663148,17,0.9940000176429749
1584853244.565264,18,0.995033323764801
1584853353.8026397,19,0.9951333403587341
1584853456.7896612,20,0.9955999851226807
1584853565.988852,21,0.9979666471481323
1584853683.5477436,22,0.9994166493415833
1584853791.5405965,23,0.9994999766349792
1584853901.8938987,24,0.9994833469390869
1584854000.2129004,25,0.9997333288192749
1584854107.814545,26,0.9997666478157043
1584854209.3931139,27,0.999666690826416
1584854309.3354623,28,0.9997333288192749
1584854391.9599905,29,0.9998499751091003
1584854469.2621453,30,0.9998999834060669
1584854547.8758192,31,0.9998666644096375
1584854620.6598907,32,0.9998666644096375
1584854689.660177,33,0.9998499751091003
1584854757.0019376,34,0.9998999834060669
1584854826.5243528,35,0.999916672706604
1584854902.4066982,36,0.9999333620071411
1584854967.5548258,37,0.9998999834060669
1584855035.657914,38,0.9998666644096375
1584855104.2840884,39,0.9998999834060669
1584855177.2535684,40,0.9999333620071411
1584855243.8829017,41,0.9999666810035706
1584855319.2404037,42,0.9999333620071411
1584855388.8439934,43,0.9999833106994629
1584855464.3088038,44,1.0
1584855536.2602363,45,0.9999666810035706
1584855602.4939795,46,0.9999666810035706
1584855669.910555,47,0.9999833106994629
1584855744.53659,48,0.9999499917030334
1584855817.495342,49,0.9999666810035706
1584855888.8663433,50,0.9999833106994629
1584855961.4940155,51,0.9999833106994629
1584856025.8523922,52,1.0
1584856092.998012,53,0.9999666810035706
1584856169.06642,54,0.9999499917030334
1584856236.176659,55,0.9999666810035706
1584856308.3527243,56,1.0
1584856386.1727874,57,1.0
1584856462.761302,58,1.0
1584856533.4100184,59,1.0
1584856600.4280558,60,0.9999666810035706
1584856665.6231015,61,0.9999333620071411
1584856737.5063596,62,0.9999499917030334
1584856810.7406995,63,0.9999666810035706
1584856884.8299975,64,0.9999833106994629
1584856961.0255451,65,1.0
1584857039.6001723,66,1.0
1584857118.2216852,67,1.0
1584857189.0878313,68,1.0
1584857259.4677973,69,0.9999833106994629
1584857332.9037993,70,0.9999833106994629
1584857412.9913704,71,0.9999833106994629
1584857490.856415,72,1.0
1584857564.8456655,73,0.9999833106994629
1584857641.7057135,74,1.0
1584857717.6732132,75,0.9999499917030334
1584857792.8943546,76,1.0
1584857864.9648986,77,0.9999833106994629
1584857941.188972,78,0.9999499917030334
1584858013.047549,79,0.9999833106994629
1584858085.424143,80,1.0
1584858155.700762,81,0.9999833106994629
1584858209.1552505,82,0.9999833106994629
1584858255.989478,83,1.0
1584858299.5800712,84,1.0
1584858340.039193,85,0.9999833106994629
1584858380.3154502,86,1.0
1584858420.9404285,87,1.0
1584858463.0934777,88,0.9999833106994629
1584858504.2460349,89,0.9999666810035706
1584858542.61742,90,1.0
1584858582.5957134,91,0.9999666810035706
1584858623.8033245,92,0.9999666810035706
1584858670.1016853,93,1.0
1584858719.9377053,94,0.9999833106994629
1584858765.3522737,95,0.9999499917030334
1584858806.0082614,96,1.0
1584858851.4388402,97,0.9999833106994629
1584858891.9015567,98,1.0
1584858937.230481,99,1.0
1584858968.6876473,100,0.9999833106994629
