Wall time,Step,Value
1584851412.9030821,1,0.33510926365852356
1584851498.034616,2,0.18598514795303345
1584851599.1830008,3,0.16786126792430878
1584851726.717591,4,0.15248242020606995
1584851831.9134293,5,0.13827763497829437
1584851947.539259,6,0.13357365131378174
1584852067.6629074,7,0.1389138102531433
1584852189.495602,8,0.1297716647386551
1584852304.8902352,9,0.12436197698116302
1584852408.6844406,10,0.11896742880344391
1584852526.6586635,11,0.11549652367830276
1584852621.5964122,12,0.12062036991119385
1584852729.1708527,13,0.11794571578502655
1584852841.333734,14,0.11749960482120514
1584852951.7298515,15,0.11209908127784729
1584853070.8249345,16,0.10759250819683075
1584853166.9792292,17,0.10489551723003387
1584853271.5443306,18,0.1065375879406929
1584853380.8320386,19,0.10494770109653473
1584853500.0294175,20,0.10374970734119415
1584853605.1358318,21,0.05030336230993271
1584853711.348184,22,0.03289368376135826
1584853832.561325,23,0.026775769889354706
1584853929.1529796,24,0.023814737796783447
1584854048.7870266,25,0.021228298544883728
1584854165.5954957,26,0.019433297216892242
1584854288.1693919,27,0.018170777708292007
1584854377.8243833,28,0.016759365797042847
1584854461.3452382,29,0.01556489709764719
1584854530.7724564,30,0.014824251644313335
1584854601.9778905,31,0.013947182334959507
1584854670.5464633,32,0.013366256840527058
1584854739.517158,33,0.012617391534149647
1584854805.4771144,34,0.012376365251839161
1584854873.9580452,35,0.011578056029975414
1584854949.7008135,36,0.011378813534975052
1584855017.866573,37,0.011200377717614174
1584855095.4035437,38,0.010137232951819897
1584855170.3402495,39,0.009979615919291973
1584855245.2774274,40,0.009760378859937191
1584855318.5578158,41,0.008628509007394314
1584855390.2059195,42,0.00814669020473957
1584855463.8389482,43,0.007984659634530544
1584855531.2550867,44,0.007867438718676567
1584855603.3789952,45,0.007771515287458897
1584855679.9890497,46,0.0077033271081745625
1584855747.1998298,47,0.007616342976689339
1584855819.883752,48,0.007545124273747206
1584855893.2825968,49,0.0074903704226017
1584855964.067936,50,0.007412277162075043
1584856035.4369047,51,0.0073476145043969154
1584856098.6618197,52,0.007292046211659908
1584856163.6364353,53,0.007224473636597395
1584856235.993122,54,0.007168860640376806
1584856312.0514266,55,0.007115605752915144
1584856381.1788197,56,0.007062562275677919
1584856441.5656316,57,0.007007368374615908
1584856515.1559315,58,0.006957470439374447
1584856584.206983,59,0.006903916131705046
1584856658.9340858,60,0.006853741593658924
1584856733.2420263,61,0.006722106598317623
1584856804.926556,62,0.006708608940243721
1584856883.660455,63,0.006699847523123026
1584856955.8187368,64,0.00669259624555707
1584857025.6594317,65,0.006686478853225708
1584857101.0608907,66,0.006679778918623924
1584857173.6059895,67,0.006675184238702059
1584857247.0125868,68,0.006668193731456995
1584857323.9008029,69,0.006662190426141024
1584857399.564843,70,0.006657186895608902
1584857470.0811293,71,0.006650745403021574
1584857539.7732515,72,0.006647347938269377
1584857613.7031052,73,0.006640528794378042
1584857698.0799434,74,0.006636162754148245
1584857767.994834,75,0.006629925221204758
1584857840.6771727,76,0.006625540554523468
1584857910.760478,77,0.006620465777814388
1584857980.3303955,78,0.006616152357310057
1584858052.5041282,79,0.006611463613808155
1584858120.410097,80,0.006605884525924921
1584858184.0899878,81,0.006591496989130974
1584858236.045358,82,0.00659091304987669
1584858281.8899739,83,0.006590280216187239
1584858326.2740529,84,0.0065896338783204556
1584858366.8306205,85,0.006589118391275406
1584858408.4567964,86,0.006588486023247242
1584858452.4997392,87,0.0065878406167030334
1584858494.399985,88,0.006587291602045298
1584858534.8588245,89,0.0065867118537425995
1584858576.8595858,90,0.006586178205907345
1584858618.5312128,91,0.006585628259927034
1584858653.5563881,92,0.0065851095132529736
1584858695.2456856,93,0.0065845041535794735
1584858737.655373,94,0.006583996582776308
1584858779.6694565,95,0.0065835099667310715
1584858820.7954266,96,0.006582992617040873
1584858861.0396318,97,0.006582459434866905
1584858900.0127647,98,0.006581948138773441
1584858945.9954786,99,0.006581506226211786
1584858975.145645,100,0.006580932065844536
